time,amount
3/15/2016,12295.72361
3/16/2016,12406.20159
3/17/2016,12406.17728
3/18/2016,12860.98836
3/19/2016,12710.46818
3/20/2016,12049.28556
3/21/2016,11886.32723
3/22/2016,11857.87095
3/23/2016,11949.25006
3/24/2016,12094.85345
3/25/2016,12672.34779
3/26/2016,12723.01084
3/27/2016,12204.62039
3/28/2016,12213.73198
3/29/2016,12180.45673
3/30/2016,12117.29464
3/31/2016,11984.91238
4/1/2016,12404.08771
4/2/2016,12516.04286
4/3/2016,12170.83338
4/4/2016,12340.07039
4/5/2016,12244.25387
4/6/2016,12148.16162
4/7/2016,11907.23806
4/8/2016,12282.03876
4/9/2016,12197.23038
4/10/2016,11822.25737
4/11/2016,11894.23082
4/12/2016,11951.87297
4/13/2016,11756.68381
4/14/2016,11662.60779
4/15/2016,12006.20045
4/16/2016,12178.23958
4/17/2016,12225.44739
4/18/2016,12829.49056
4/19/2016,13143.42463
4/20/2016,12687.97183
4/21/2016,12377.0766
4/22/2016,12667.01671
4/23/2016,12798.73661
4/24/2016,12220.90296
4/25/2016,12235.18243
4/26/2016,12273.51947
4/27/2016,12309.08073
4/28/2016,12161.37912
4/29/2016,12566.06841
4/30/2016,12665.92636
5/1/2016,12505.20494
5/2/2016,12685.31885
5/3/2016,12732.04587
5/4/2016,12565.62113
5/5/2016,12568.64282
5/6/2016,12924.11095
5/7/2016,12858.08107
5/8/2016,12166.94207
5/9/2016,12212.52727
5/10/2016,12192.89225
5/11/2016,12268.31476
5/12/2016,12294.40592
5/13/2016,12944.24455
5/14/2016,13002.14071
5/15/2016,12410.9833
5/16/2016,12339.8369
5/17/2016,12377.52581
5/18/2016,12585.4844
5/19/2016,12612.57933
5/20/2016,13070.23179
5/21/2016,13049.68415
5/22/2016,12558.47182
5/23/2016,12564.97455
5/24/2016,12468.91362
5/25/2016,12475.2991
5/26/2016,12572.03812
5/27/2016,13108.22355
5/28/2016,13049.41094
5/29/2016,12494.75783
5/30/2016,12623.05113
5/31/2016,12911.73527
6/1/2016,13142.36582
6/2/2016,13250.66498
6/3/2016,13697.9661
6/4/2016,13573.43584
6/5/2016,12946.1853
6/6/2016,12958.93672
6/7/2016,13304.41231
6/8/2016,13852.94539
6/9/2016,14363.2582
6/10/2016,14811.79518
6/11/2016,14623.38965
6/12/2016,14292.8194
6/13/2016,14907.91776
6/14/2016,15564.62917
6/15/2016,15511.39807
6/16/2016,15238.55779
6/17/2016,15156.66389
6/18/2016,15146.54971
6/19/2016,14654.27078
6/20/2016,14973.16046
6/21/2016,14605.21873
6/22/2016,14098.16782
6/23/2016,13426.39662
6/24/2016,13715.294
6/25/2016,13761.35998
6/26/2016,13309.81677
6/27/2016,13256.33103
6/28/2016,13009.77812
6/29/2016,12968.1042
6/30/2016,13322.09979
7/1/2016,14042.78122
7/2/2016,14127.92226
7/3/2016,13196.72469
7/4/2016,13010.10907
7/5/2016,12170.92275
7/6/2016,11957.55341
7/7/2016,12137.29349
7/8/2016,12500.83881
7/9/2016,12838.42494
7/10/2016,12196.03686
7/11/2016,11979.50732
7/12/2016,11803.45234
7/13/2016,12233.09368
7/14/2016,12368.4847
7/15/2016,12427.76569
7/16/2016,12395.74971
7/17/2016,11811.73849
7/18/2016,11766.18456
7/19/2016,11452.26861
7/20/2016,11817.07666
7/21/2016,11939.7449
7/22/2016,12458.68873
7/23/2016,12585.51546
7/24/2016,12080.3527
7/25/2016,11882.3999
7/26/2016,11802.449
7/27/2016,11664.94441
7/28/2016,12162.77041
7/29/2016,12345.42602
7/30/2016,12798.25578
7/31/2016,11789.41515
8/1/2016,11550.66253
8/2/2016,11429.13401
8/3/2016,11939.47128
8/4/2016,11881.47148
8/5/2016,12508.83747
8/6/2016,12427.31644
8/7/2016,12026.73857
8/8/2016,11989.62125
8/9/2016,12343.21166
8/10/2016,12346.37408
8/11/2016,12190.87169
8/12/2016,13100.68342
8/13/2016,12985.1648
8/14/2016,11925.05801
8/15/2016,12431.24425
8/16/2016,12405.5303
8/17/2016,12471.37376
8/18/2016,12612.83018
8/19/2016,13346.38892
8/20/2016,13506.94951
8/21/2016,13095.73418
8/22/2016,13118.62515
8/23/2016,13136.46242
8/24/2016,13089.52376
8/25/2016,12977.48206
8/26/2016,13407.83109
8/27/2016,13443.00834
8/28/2016,13561.48906
8/29/2016,12883.87799
8/30/2016,13389.58651
8/31/2016,13167.47834
9/1/2016,13671.39866
9/2/2016,14518.44422
9/3/2016,14832.024
9/4/2016,14513.21673
9/5/2016,15275.14016
9/6/2016,15929.95431
9/7/2016,15602.21473
9/8/2016,15210.92144
9/9/2016,15492.40775
9/10/2016,15707.007
9/11/2016,15503.16363
9/12/2016,15208.04432
9/13/2016,16073.26016
9/14/2016,15940.43485
9/15/2016,16249.66692
9/16/2016,17205.16908
9/17/2016,17000.20346
9/18/2016,16105.46189
9/19/2016,14227.51893
9/20/2016,14134.86814
9/21/2016,14204.03405
9/22/2016,14195.02561
9/23/2016,14683.18565
9/24/2016,14545.43994
9/25/2016,14002.41827
9/26/2016,13920.12063
9/27/2016,14099.52857
9/28/2016,14302.21611
9/29/2016,14554.73878
9/30/2016,15042.42993
10/1/2016,15230.62289
10/2/2016,14824.31764
10/3/2016,14949.84754
10/4/2016,14652.21257
10/5/2016,14408.91273
10/6/2016,14145.44802
10/7/2016,14544.54067
10/8/2016,14430.30179
10/9/2016,13854.06469
10/10/2016,13821.66273
10/11/2016,13767.0959
10/12/2016,13748.08641
10/13/2016,13698.42188
10/14/2016,14205.44442
10/15/2016,14277.74653
10/16/2016,13954.48746
10/17/2016,14237.52628
10/18/2016,14508.45578
10/19/2016,14763.129
10/20/2016,14844.71151
10/21/2016,15259.24025
10/22/2016,15003.99202
10/23/2016,14249.46778
10/24/2016,14071.8538
10/25/2016,14039.94266
10/26/2016,14136.7809
10/27/2016,14355.58173
10/28/2016,14973.27323
10/29/2016,14972.19354
10/30/2016,14319.91298
10/31/2016,14243.91197
11/1/2016,14205.71588
11/2/2016,14191.3549
11/3/2016,14176.38457
11/4/2016,14617.63823
11/5/2016,14701.227
11/6/2016,14334.70642
11/7/2016,14526.57649
11/8/2016,14481.46767
11/9/2016,14376.41617
11/10/2016,14408.6442
11/11/2016,15169.44642
11/12/2016,15290.69484
11/13/2016,14725.77835
11/14/2016,14512.88296
11/15/2016,14454.54489
11/16/2016,14438.76412
11/17/2016,14604.09622
11/18/2016,15377.15229
11/19/2016,15659.04345
11/20/2016,15302.21414
11/21/2016,15323.38658
11/22/2016,15285.11632
11/23/2016,15251.57003
11/24/2016,15332.35882
11/25/2016,16015.37158
11/26/2016,16174.49719
11/27/2016,15526.84677
11/28/2016,15248.92031
11/29/2016,15106.05115
11/30/2016,15367.01569
12/1/2016,16339.25975
12/2/2016,17891.00555
12/3/2016,19176.42249
12/4/2016,19354.45227
12/5/2016,20063.37268
12/6/2016,20306.62679
12/7/2016,20245.93819
12/8/2016,20128.6402
12/9/2016,20381.28839
12/10/2016,20888.21609
12/11/2016,20627.70108
12/12/2016,21112.91001
12/13/2016,21059.39845
12/14/2016,21047.2775
12/15/2016,20748.93605
12/16/2016,21126.15189
12/17/2016,21487.53611
12/18/2016,21960.81094
12/19/2016,23130.92083
12/20/2016,23778.1991
12/21/2016,23901.75687
12/22/2016,23629.7608
12/23/2016,23831.04422
12/24/2016,23326.88492
12/25/2016,21443.72733
12/26/2016,19684.79368
12/27/2016,17933.69507
12/28/2016,17107.37595
12/29/2016,16508.89187
12/30/2016,16553.9095
12/31/2016,15983.15107
1/1/2017,15262.61656
1/2/2017,15187.25043
1/3/2017,15261.71933
1/4/2017,15202.35661
1/5/2017,15299.99559
1/6/2017,15950.24738
1/7/2017,16284.16755
1/8/2017,16031.09402
1/9/2017,16187.29997
1/10/2017,15982.34096
1/11/2017,15477.98552
1/12/2017,14994.46512
1/13/2017,15301.66863
1/14/2017,15324.60068
1/15/2017,14868.31219
1/16/2017,14816.95677
1/17/2017,14842.21414
1/18/2017,14851.52877
1/19/2017,14891.71077
1/20/2017,15340.55808
1/21/2017,15304.67177
1/22/2017,14775.69079
1/23/2017,14799.71758
1/24/2017,14815.10556
1/25/2017,14822.15798
1/26/2017,14794.94993
1/27/2017,15270.95434
1/28/2017,15258.69332
1/29/2017,14763.42709
1/30/2017,14812.2148
1/31/2017,14886.49382
2/1/2017,14990.51082
2/2/2017,15067.0867
2/3/2017,15617.35036
2/4/2017,15611.81126
2/5/2017,15069.27384
2/6/2017,15007.10803
2/7/2017,14970.8881
2/8/2017,14991.44763
2/9/2017,15018.70017
2/10/2017,15526.78971
